,Skill,Domain,Sub-Domain
38822,Abductive Reasoning,personal-development,personal-development
38823,Causality,personal-development,personal-development
38825,Decision Making,personal-development,personal-development
38827,Art,personal-development,personal-development
38832,Authority,personal-development,personal-development
38834,Child,personal-development,personal-development
38836,Linguistics,personal-development,personal-development
38839,Profit At Risk,personal-development,personal-development
38841,Confidence,personal-development,personal-development
38843,Emotion,personal-development,personal-development
38846,Error,personal-development,personal-development
38848,Emotions,personal-development,personal-development
38854,Advertising,personal-development,personal-development
38855,Program Management,personal-development,personal-development
38857,Type I And Type Ii Errors,personal-development,personal-development
38860,Unos (Operating System),personal-development,personal-development
38861,Social Network,personal-development,personal-development
38866,Rapport,personal-development,personal-development
38868,Resilience,personal-development,personal-development
38874,Demand,personal-development,personal-development
38876,Tacit Knowledge,personal-development,personal-development
38879,Professional Development,personal-development,personal-development
38880,Social Influence,personal-development,personal-development
38881,Leadership Style,personal-development,personal-development
38884,Rhetoric,personal-development,personal-development
38886,Down Syndrome,personal-development,personal-development
38887,Learning How To Learn,personal-development,personal-development
38888,Self-Confidence,personal-development,personal-development
38889,Procrastination,personal-development,personal-development
38891,Microsoft Excel,personal-development,personal-development
38892,Discipline,personal-development,personal-development
38893,Time Management,personal-development,personal-development
38894,Python Programming,personal-development,personal-development
38896,Denominación De Origen,personal-development,personal-development
38898,Yottabyte,personal-development,personal-development
38899,Cmos,personal-development,personal-development
38900,Memory,personal-development,personal-development
38901,Process,personal-development,personal-development
38903,Social Media,personal-development,personal-development
38904,Infographics,personal-development,personal-development
38905,Recruitment,personal-development,personal-development
38908,Social Media Accounts,personal-development,personal-development
38909,Elevator Pitch,personal-development,personal-development
38910,Unix Shells,personal-development,personal-development
38911,Image Resolution,personal-development,personal-development
38914,Joie De Vivre,personal-development,personal-development
38915,Edward De Bono,personal-development,personal-development
38917,Digital Branding,personal-development,personal-development
38918,Reputation,personal-development,personal-development
38926,Market (Economics),personal-development,personal-development
38927,Job Attitude,personal-development,personal-development
38929,Interview,personal-development,personal-development
38931,Resume Screening,personal-development,personal-development
38935,English Language,personal-development,personal-development
38937,College,personal-development,personal-development
38940,Rockbox,personal-development,personal-development
38941,Salary,personal-development,personal-development
38942,Laddering,personal-development,personal-development
38943,Interest,personal-development,personal-development
38946,Getting Things Done,personal-development,personal-development
38948,Risk,personal-development,personal-development
38951,Intuition,personal-development,personal-development
38955,Russian,personal-development,personal-development
38958,Core Competency,personal-development,personal-development
38961,Training,personal-development,personal-development
38962,Training Programs,personal-development,personal-development
38963,Performance Management,personal-development,personal-development
38965,Training And Development,personal-development,personal-development
38967,Com File,personal-development,personal-development
38968,Failure,personal-development,personal-development
38970,Gratitude,personal-development,personal-development
38974,Alt-A,personal-development,personal-development
38984,Nutrition,personal-development,personal-development
38985,Eating,personal-development,personal-development
38987,Exercise,personal-development,personal-development
38988,Weighting,personal-development,personal-development
38989,Dieting,personal-development,personal-development
38990,Weight Loss Coaching,personal-development,personal-development
38991,Weight Loss,personal-development,personal-development
38992,Relapse Prevention,personal-development,personal-development
38993,Ethics,personal-development,personal-development
38994,Pomodoro Technique,personal-development,personal-development
38997,Learned Optimism,personal-development,personal-development
38999,Coaching,personal-development,personal-development
39000,Persistence,personal-development,personal-development
39001,Optimism,personal-development,personal-development
39003,Psychologies,personal-development,personal-development
39004,Train Your Brain,personal-development,personal-development
39005,Test Preparation,personal-development,personal-development
39009,Learning To Learn,personal-development,personal-development
39014,Homelessness,personal-development,personal-development
39015,Media Culture,personal-development,personal-development
39016,Youth,personal-development,personal-development
39017,Adult,personal-development,personal-development
39018,Sex,personal-development,personal-development
39019,Diversity (Business),personal-development,personal-development
39020,Human Sexuality,personal-development,personal-development
39021,Lived Experience,personal-development,personal-development
39023,Gender Dysphoria,personal-development,personal-development
39024,Physics,personal-development,personal-development
39029,Linkedin,personal-development,personal-development
39033,Mentorship,personal-development,personal-development
39037,Homeostasis,personal-development,personal-development
39038,Torque,personal-development,personal-development
39039,Adaptation,personal-development,personal-development
39041,Heart Rate,personal-development,personal-development
39042,Sports,personal-development,personal-development
39045,Physical Exercise,personal-development,personal-development
39046,Smart Criteria,personal-development,personal-development
39049,Physical Activity,personal-development,personal-development
39050,Habit,personal-development,personal-development
39053,Acis,personal-development,personal-development
39054,Goal Setting,personal-development,personal-development
39057,Entrepreneurship,personal-development,personal-development
39058,Resource,personal-development,personal-development
39061,Arrastra,personal-development,personal-development
39062,Sustainability,personal-development,personal-development
39068,Management Education,personal-development,personal-development
39075,Water Treatment Facilities,personal-development,personal-development
39078,Software,personal-development,personal-development
39079,Opinion,personal-development,personal-development
39080,L-Moment,personal-development,personal-development
39088,Negotiation,personal-development,personal-development
39095,Mathematical Optimization,personal-development,personal-development
39096,Benefits,personal-development,personal-development
39101,It Service Management,personal-development,personal-development
39107,Self-Help,personal-development,personal-development
39109,Interactive Learning,personal-development,personal-development
39111,Online Learning Community,personal-development,personal-development
39112,Offline Learning,personal-development,personal-development
39113,Social Psychology,personal-development,personal-development
39115,Https,personal-development,personal-development
39116,Problem Solving,personal-development,personal-development
39121,Sources,personal-development,personal-development
39122,Information Source,personal-development,personal-development
39125,Seeks,personal-development,personal-development
39127,Iri (Company),personal-development,personal-development
39128,Documents,personal-development,personal-development
39129,Behavior,personal-development,personal-development
39131,Must,personal-development,personal-development
39132,Control Chart,personal-development,personal-development
39134,Healthcare Quality,personal-development,personal-development
39135,Health Literacy,personal-development,personal-development
39136,Lecture,personal-development,personal-development
39137,Dream,personal-development,personal-development
39138,Internet,personal-development,personal-development
39139,Patient Safety,personal-development,personal-development
39144,Nonprobability Sampling,personal-development,personal-development
39145,Operationalization,personal-development,personal-development
39146,Conceptualization (Information Science),personal-development,personal-development
39147,Dependent And Independent Variables,personal-development,personal-development
39148,Validity (Statistics),personal-development,personal-development
39149,Research Design,personal-development,personal-development
39150,Inquiry,personal-development,personal-development
39154,Nonverbal Communication,personal-development,personal-development
39155,Chinese Language,personal-development,personal-development
39158,Pedagogy,personal-development,personal-development
39163,Web,personal-development,personal-development
39164,Random Access,personal-development,personal-development
39167,Antivirus Software,personal-development,personal-development
39168,Rams,personal-development,personal-development
39170,Random-Access Memory,personal-development,personal-development
39172,Malware,personal-development,personal-development
39175,Awareness,personal-development,personal-development
39176,Compassion,personal-development,personal-development
39177,Stress,personal-development,personal-development
39178,Meditation,personal-development,personal-development
39179,Kindness,personal-development,personal-development
39180,Philosophy,personal-development,personal-development
39181,Calmness,personal-development,personal-development
39182,Mindfulness,personal-development,personal-development
39183,Child Psychology,personal-development,personal-development
39184,Brand-New,personal-development,personal-development
39186,Brainstorming,personal-development,personal-development
39188,The Time Machine,personal-development,personal-development
39189,Everyday Life,personal-development,personal-development
39193,Interior Design,personal-development,personal-development
39196,Dialogos,personal-development,personal-development
39198,B*,personal-development,personal-development
39199,M/M/C Queue,personal-development,personal-development
39200,C*,personal-development,personal-development
39201,Cω,personal-development,personal-development
39207,Takeover,personal-development,personal-development
39211,Acceptance,personal-development,personal-development
39212,Maximization (Psychology),personal-development,personal-development
39213,Itô'S Lemma,personal-development,personal-development
39214,Preparation Time,personal-development,personal-development
39215,Learning Styles,personal-development,personal-development
39222,Psychiatry,personal-development,personal-development
39223,Addiction,personal-development,personal-development
39226,Ideogram,personal-development,personal-development
39227,Psychological Trauma,personal-development,personal-development
39228,Psychometrics,personal-development,personal-development
39230,Testing Reliability,personal-development,personal-development
39234,Language Development,personal-development,personal-development
39237,Rethinking,personal-development,personal-development
39239,Intellectual,personal-development,personal-development
39240,Categorization,personal-development,personal-development
39247,Utility,personal-development,personal-development
39248,Addresssanitizer,personal-development,personal-development
39250,Borel Cantelli Lemma,personal-development,personal-development
39251,Personality Development,personal-development,personal-development
39252,Supervision,personal-development,personal-development
39253,Emotional Intelligence,personal-development,personal-development
39254,Personality Tests,personal-development,personal-development
39255,Development Of Personality,personal-development,personal-development
39258,Personality Test,personal-development,personal-development
39261,Personal Development,personal-development,personal-development
39262,Term (Time),personal-development,personal-development
39263,Happiness,personal-development,personal-development
39264,Film,personal-development,personal-development
39265,Mental Health,personal-development,personal-development
39268,Problem Solving Methods,personal-development,personal-development
39272,Swot Analysis,personal-development,personal-development
39274,Research Methods,personal-development,personal-development
39286,Sleep,personal-development,personal-development
39287,Sleep (System Call),personal-development,personal-development
39288,Culture,personal-development,personal-development
39289,Travel Medicine,personal-development,personal-development
39290,Safety,personal-development,personal-development
39291,Violence,personal-development,personal-development
39292,Types Of Insurance,personal-development,personal-development
39294,Culture Shock,personal-development,personal-development
39297,Risk Factors,personal-development,personal-development
39298,Grape,personal-development,personal-development
39299,Flavor,personal-development,personal-development
39300,Wine Tasting,personal-development,personal-development
39301,Sensory Analysis,personal-development,personal-development
39304,Food Science,personal-development,personal-development
39306,Food Chemistry,personal-development,personal-development
39307,Physiology,personal-development,personal-development
39309,Music Therapy,personal-development,personal-development
39310,Visual Arts,personal-development,personal-development
39313,Dance Therapy,personal-development,personal-development
39314,Healing,personal-development,personal-development
39315,Art Therapy,personal-development,personal-development
39316,Therapy,personal-development,personal-development
39317,Music,personal-development,personal-development
39321,Public Relations,personal-development,personal-development
39322,Boreout,personal-development,personal-development
39324,User Experience,personal-development,personal-development
39327,Ms Y,personal-development,personal-development
39329,Curriculum Design,personal-development,personal-development
39334,Cabeza,personal-development,personal-development
39338,Presentation Design,personal-development,personal-development
39347,Lifelong Learning,personal-development,personal-development
39360,Sexuality,personal-development,personal-development
39361,Relationship Counseling,personal-development,personal-development
39364,Social Skills,personal-development,personal-development
39366,Counseling,personal-development,personal-development
39369,History,personal-development,personal-development
39370,Mythology,personal-development,personal-development
39372,Discrimination,personal-development,personal-development
39375,Race Condition,personal-development,personal-development
39376,Biology,personal-development,personal-development
39378,Law,personal-development,personal-development
39381,Belief,personal-development,personal-development
39389,Hr Strategy,personal-development,personal-development
39395,Loopback,personal-development,personal-development
39405,Phenomenon,personal-development,personal-development
39406,Preview,personal-development,personal-development
39409,Facilitation,personal-development,personal-development
39410,Principle,personal-development,personal-development
39411,Education,personal-development,personal-development
39412,Leadership Development,personal-development,personal-development
39415,Diversity Training,personal-development,personal-development
39421,Information Technology,personal-development,personal-development
39423,Psychology Lists,personal-development,personal-development
39424,Educational Psychology,personal-development,personal-development
39428,Order Matching System,personal-development,personal-development
39431,Trigonometric Integral,personal-development,personal-development
39433,S.C.A.M.P.E.R,personal-development,personal-development
39436,Creativity Techniques,personal-development,personal-development
39437,Triz,personal-development,personal-development
39445,Family,personal-development,personal-development
39447,Crisis,personal-development,personal-development
39448,Celebrate Recovery,personal-development,personal-development
39449,Help-Seeking,personal-development,personal-development
39450,Thriving,personal-development,personal-development
39453,Prejudice,personal-development,personal-development
39454,Online Community,personal-development,personal-development
39455,Social Media Platforms,personal-development,personal-development
39456,Confirmation Bias,personal-development,personal-development
39458,Empowerment,personal-development,personal-development
39461,Disinformation,personal-development,personal-development
39477,Stress Management,personal-development,personal-development
39482,Enactivism,personal-development,personal-development
39483,Socratic Method,personal-development,personal-development
39484,Introjection,personal-development,personal-development
39485,Opms,personal-development,personal-development
39486,Multiliteracy,personal-development,personal-development
39487,Pseudoword,personal-development,personal-development
39488,Sociomateriality,personal-development,personal-development
39489,Murray'S System Of Needs,personal-development,personal-development
39490,C++,personal-development,personal-development
39491,Destabilisation,personal-development,personal-development
39492,Satisficing,personal-development,personal-development
39493,Affordance,personal-development,personal-development
39496,Learning Theory (Education),personal-development,personal-development
39497,Knowledge Building,personal-development,personal-development
39498,Connectivism,personal-development,personal-development
39499,Leverage (Finance),personal-development,personal-development
39501,Love Of Learning,personal-development,personal-development
39502,Peer-To-Peer,personal-development,personal-development
39505,Reflective Learning,personal-development,personal-development
39510,Podcast,personal-development,personal-development
39513,Principles Of Learning,personal-development,personal-development
39514,Conceptual Change,personal-development,personal-development
39515,U.S. Securities And Exchange Commission,personal-development,personal-development
39517,Student Engagement,personal-development,personal-development
39519,Behaviorism,personal-development,personal-development
39522,Failure Rate,personal-development,personal-development
39523,Interactivity,personal-development,personal-development
39524,Interact,personal-development,personal-development
39526,Flow Network,personal-development,personal-development
39529,Usability,personal-development,personal-development
39532,C Dynamic Memory Allocation,personal-development,personal-development
39533,Microsoft Access,personal-development,personal-development
39534,Dbase,personal-development,personal-development
39540,Hola,personal-development,personal-development
39541,Computer Program,personal-development,personal-development
39542,Materials,personal-development,personal-development
39547,Mean Integrated Squared Error,personal-development,personal-development
39552,Asset,personal-development,personal-development
39555,General Protection Fault,personal-development,personal-development
39560,.Exe,personal-development,personal-development
39562,User (Computing),personal-development,personal-development
39566,Early Childhood,personal-development,personal-development
39567,Endurance,personal-development,personal-development
39572,System U,personal-development,personal-development
39574,Puberty,personal-development,personal-development
39582,Peering,personal-development,personal-development
39591,Meaningful Life,personal-development,personal-development
39593,Self-Reflection,personal-development,personal-development
39594,Self-Affirmation,personal-development,personal-development
39595,Self-Esteem,personal-development,personal-development
39598,Psychology Of Self,personal-development,personal-development
39601,Emerging Technologies,personal-development,personal-development
39604,Collaboration,personal-development,personal-development
39606,Digital Environment,personal-development,personal-development
39612,Meta Learning,personal-development,personal-development
39619,Analysis Paralysis,personal-development,personal-development
39628,Personal Identity,personal-development,personal-development
39631,Intellectual Property,personal-development,personal-development
39634,News,personal-development,personal-development
39636,Storytelling,personal-development,personal-development
39650,Primitive Data Type,personal-development,personal-development
39651,Credit Cards,personal-development,personal-development
39652,Credit,personal-development,personal-development
39653,Japanese Language,personal-development,personal-development
39657,Doubt,personal-development,personal-development
39660,Show Me!,personal-development,personal-development
39664,Chaining,personal-development,personal-development
39666,Funds,personal-development,personal-development
39669,Footprint,personal-development,personal-development
39670,Digital Footprint,personal-development,personal-development
39671,Forensic Science,personal-development,personal-development
39672,Death,personal-development,personal-development
39673,Data Management,personal-development,personal-development
39674,Hashtags,personal-development,personal-development
39676,Forensic Psychology,personal-development,personal-development
39678,Privacy,personal-development,personal-development
39680,Savoring,personal-development,personal-development
39691,Mind Control,personal-development,personal-development
39692,I-Message,personal-development,personal-development
39698,Confusion,personal-development,personal-development
39699,Photography,personal-development,personal-development
39701,Visual Hierarchy,personal-development,personal-development
39702,Logo,personal-development,personal-development
39703,Typography,personal-development,personal-development
39705,Illustration,personal-development,personal-development
39708,Vector Graphics,personal-development,personal-development
39709,Screencast,personal-development,personal-development
39718,Anxiety,personal-development,personal-development
39724,Medicinal Chemistry,physical-science-and-engineering,chemistry
39725,Acid,physical-science-and-engineering,chemistry
39726,Chemical Engineering,physical-science-and-engineering,chemistry
39727,Problem Solving,physical-science-and-engineering,chemistry
39728,Dependent And Independent Variables,physical-science-and-engineering,chemistry
39729,Chemistry,physical-science-and-engineering,chemistry
39730,Chemistry Experiments,physical-science-and-engineering,chemistry
39731,Experiment,physical-science-and-engineering,chemistry
39732,Energy,physical-science-and-engineering,chemistry
39733,Relative Strength,physical-science-and-engineering,chemistry
39734,Oil,physical-science-and-engineering,chemistry
39735,Ibm Maximo Asset Management,physical-science-and-engineering,chemistry
39736,Yottabyte,physical-science-and-engineering,chemistry
39738,Carbon,physical-science-and-engineering,chemistry
39739,Ordered Pair,physical-science-and-engineering,chemistry
39742,Analysis,physical-science-and-engineering,chemistry
39743,Biochemistry,physical-science-and-engineering,chemistry
39746,Interpretation,physical-science-and-engineering,chemistry
39747,Physics,physical-science-and-engineering,chemistry
39748,Modeling,physical-science-and-engineering,chemistry
39749,Ultraviolet-Visible Spectroscopy,physical-science-and-engineering,chemistry
39750,Informatics,physical-science-and-engineering,chemistry
39751,Materials,physical-science-and-engineering,chemistry
39752,Paintshop Pro,physical-science-and-engineering,chemistry
39753,Metallurgy,physical-science-and-engineering,chemistry
39754,Material Design,physical-science-and-engineering,chemistry
39755,Materials Development,physical-science-and-engineering,chemistry
39756,Product Design,physical-science-and-engineering,chemistry
39758,Process,physical-science-and-engineering,chemistry
39759,Nanotechnology,physical-science-and-engineering,chemistry
39760,Computational Chemistry,physical-science-and-engineering,chemistry
39761,Tailored Access Operations,physical-science-and-engineering,chemistry
39762,Quantum Number,physical-science-and-engineering,chemistry
39763,Energy Level,physical-science-and-engineering,chemistry
39765,Geology,physical-science-and-engineering,chemistry
39769,Augmented Assignment,physical-science-and-engineering,chemistry
39770,Internet,physical-science-and-engineering,chemistry
39773,Robotics,physical-science-and-engineering,chemistry
39775,Manufacturing Process Management,physical-science-and-engineering,chemistry
39776,Medicine,physical-science-and-engineering,chemistry
39779,Internet Of Things,physical-science-and-engineering,chemistry
39780,Mean Value Theorem,physical-science-and-engineering,chemistry
39782,Chernoff Bound,physical-science-and-engineering,chemistry
39783,Lucas Lehmer Primality Test,physical-science-and-engineering,chemistry
39784,Bernoulli Distribution,physical-science-and-engineering,chemistry
39785,Q-Analogs,physical-science-and-engineering,chemistry
39786,Non-Local Means,physical-science-and-engineering,chemistry
39787,Multimodal Learning,physical-science-and-engineering,chemistry
39788,Laplace Transform Applied To Differential Equations,physical-science-and-engineering,chemistry
39789,Binomial Distribution,physical-science-and-engineering,chemistry
39793,Environmental Chemistry,physical-science-and-engineering,chemistry
39794,Nanoparticle,physical-science-and-engineering,chemistry
39795,Nanosensor,physical-science-and-engineering,chemistry
39797,Aerospace Engineering,physical-science-and-engineering,chemistry
39801,Mechanical Engineering,physical-science-and-engineering,chemistry
39802,Nanoparticles,physical-science-and-engineering,chemistry
39803,Reagent,physical-science-and-engineering,chemistry
39805,Product-Form Solution,physical-science-and-engineering,chemistry
39806,Compounding,physical-science-and-engineering,chemistry
39808,Stoichiometry,physical-science-and-engineering,chemistry
39818,Scientific Method,physical-science-and-engineering,chemistry
39820,Significant Figures,physical-science-and-engineering,chemistry
39821,Sodium,physical-science-and-engineering,chemistry
39824,Solar Energy,physical-science-and-engineering,chemistry
39827,Solar Technology,physical-science-and-engineering,chemistry
39828,Renewable Energy,physical-science-and-engineering,chemistry
39830,Burn-In,physical-science-and-engineering,chemistry
39831,Embodied Energy,physical-science-and-engineering,chemistry
39835,Geometry,physical-science-and-engineering,chemistry
39840,Observation,physical-science-and-engineering,chemistry
39843,Road Construction,physical-science-and-engineering,chemistry
39844,Fracture Mechanics,physical-science-and-engineering,chemistry
39845,Roofing,physical-science-and-engineering,chemistry
39846,Constitution,physical-science-and-engineering,chemistry
39848,.Properties,physical-science-and-engineering,chemistry
39849,Civil Engineering,physical-science-and-engineering,chemistry
39850,Specification (Technical Standard),physical-science-and-engineering,chemistry
39851,Transportation Engineering,physical-science-and-engineering,chemistry
39852,Hydraulics,physical-science-and-engineering,chemistry
39853,Biology,physical-science-and-engineering,chemistry
39854,Molecular Biology,physical-science-and-engineering,chemistry
39855,Chemical Biology,physical-science-and-engineering,chemistry
39858,Molecular Dynamics,physical-science-and-engineering,chemistry
39859,Biology Experiments,physical-science-and-engineering,chemistry
39861,Docking (Molecular),physical-science-and-engineering,chemistry
39866,Statistical Mechanics,physical-science-and-engineering,chemistry
39868,General Statistics,physical-science-and-engineering,chemistry
39869,Measurement,physical-science-and-engineering,chemistry
39871,Quantum Mechanics,physical-science-and-engineering,chemistry
39878,Hydrogen,physical-science-and-engineering,chemistry
39883,Unos (Operating System),physical-science-and-engineering,chemistry
39885,Home,physical-science-and-engineering,chemistry
39886,Composting,physical-science-and-engineering,chemistry
39887,Compost,physical-science-and-engineering,chemistry
39888,Food Preservation,physical-science-and-engineering,chemistry
39889,Plant,physical-science-and-engineering,chemistry
39890,Food Chemists,physical-science-and-engineering,chemistry
39891,Food Chemistry,physical-science-and-engineering,chemistry
39895,Multiscale Modeling,physical-science-and-engineering,chemistry
39896,Manufacturing Engineer,physical-science-and-engineering,chemistry
39898,High-Throughput Screening,physical-science-and-engineering,chemistry
39900,Biological Activity,physical-science-and-engineering,chemistry
39901,Gradient,physical-science-and-engineering,chemistry
39902,Height Gauge Interpretation,physical-science-and-engineering,chemistry
39904,Opinion,physical-science-and-engineering,chemistry
39905,Coping With,physical-science-and-engineering,chemistry
39908,Teaching,physical-science-and-engineering,chemistry
39909,Student Engagement,physical-science-and-engineering,chemistry
39910,I-Deas,physical-science-and-engineering,chemistry
39912,Personal Advertisement,physical-science-and-engineering,chemistry
39913,Strategy,physical-science-and-engineering,chemistry
39920,Electronics,physical-science-and-engineering,chemistry
39922,Electronic Skin,physical-science-and-engineering,chemistry
39924,Electrical Engineering,physical-science-and-engineering,chemistry
39926,Biomedical Engineering,physical-science-and-engineering,chemistry
39928,Deep Learning,physical-science-and-engineering,electrical-engineering
39929,Energy,physical-science-and-engineering,electrical-engineering
39930,.Properties,physical-science-and-engineering,electrical-engineering
39931,Materials,physical-science-and-engineering,electrical-engineering
39932,Optics Algorithm,physical-science-and-engineering,electrical-engineering
39933,Signal Processing,physical-science-and-engineering,electrical-engineering
39934,Homework,physical-science-and-engineering,electrical-engineering
39935,F.Lux,physical-science-and-engineering,electrical-engineering
39936,Enabling,physical-science-and-engineering,electrical-engineering
39937,Karnaugh Map,physical-science-and-engineering,electrical-engineering
39939,Tailored Access Operations,physical-science-and-engineering,electrical-engineering
39941,Noise,physical-science-and-engineering,electrical-engineering
39942,Recursively Enumerable Set,physical-science-and-engineering,electrical-engineering
39943,Performance,physical-science-and-engineering,electrical-engineering
39944,Recommender Systems,physical-science-and-engineering,electrical-engineering
39947,Purchasing,physical-science-and-engineering,electrical-engineering
39948,Computer Monitor,physical-science-and-engineering,electrical-engineering
39950,High-Resolution Scheme,physical-science-and-engineering,electrical-engineering
39951,Oled,physical-science-and-engineering,electrical-engineering
39952,Electronics,physical-science-and-engineering,electrical-engineering
39953,Liquid Crystal Displays,physical-science-and-engineering,electrical-engineering
39955,Electrical Engineering,physical-science-and-engineering,electrical-engineering
39956,Electronic Visual Display,physical-science-and-engineering,electrical-engineering
39957,Display Devices,physical-science-and-engineering,electrical-engineering
39958,Data Structure Alignment,physical-science-and-engineering,electrical-engineering
39959,Quantization (Signal Processing),physical-science-and-engineering,electrical-engineering
39962,Matlab,physical-science-and-engineering,electrical-engineering
39964,Control Unit,physical-science-and-engineering,electrical-engineering
39965,Battery Management System,physical-science-and-engineering,electrical-engineering
39966,Electric Vehicles,physical-science-and-engineering,electrical-engineering
39967,Leadership And Management,physical-science-and-engineering,electrical-engineering
39968,Torque,physical-science-and-engineering,electrical-engineering
39969,Least Squares,physical-science-and-engineering,electrical-engineering
39970,Mathematical Model,physical-science-and-engineering,electrical-engineering
39972,System On A Chip,physical-science-and-engineering,electrical-engineering
39973,Nonlinear Programming,physical-science-and-engineering,electrical-engineering
39975,Modeling,physical-science-and-engineering,electrical-engineering
39977,Simulation,physical-science-and-engineering,electrical-engineering
39978,Linearity,physical-science-and-engineering,electrical-engineering
39980,Stochastic Processes,physical-science-and-engineering,electrical-engineering
39981,Estimation,physical-science-and-engineering,electrical-engineering
39982,Randomness,physical-science-and-engineering,electrical-engineering
39983,Kalman Filter,physical-science-and-engineering,electrical-engineering
39984,Random Variable,physical-science-and-engineering,electrical-engineering
39985,Covariance,physical-science-and-engineering,electrical-engineering
39986,Type I And Type Ii Errors,physical-science-and-engineering,electrical-engineering
39987,Probability,physical-science-and-engineering,electrical-engineering
39988,Euler'S Totient Function,physical-science-and-engineering,electrical-engineering
39989,Geometry,physical-science-and-engineering,electrical-engineering
39991,Estimation Theory,physical-science-and-engineering,electrical-engineering
39992,Present Value,physical-science-and-engineering,electrical-engineering
39993,Approximation,physical-science-and-engineering,electrical-engineering
39994,Ordinary Least Squares,physical-science-and-engineering,electrical-engineering
39999,Computer Performance,physical-science-and-engineering,electrical-engineering
40000,Accuracy And Precision,physical-science-and-engineering,electrical-engineering
40002,State Space,physical-science-and-engineering,electrical-engineering
40005,Mathematical Optimization,physical-science-and-engineering,electrical-engineering
40006,Balanced Set,physical-science-and-engineering,electrical-engineering
40008,Interfaces,physical-science-and-engineering,electrical-engineering
40009,Arduino,physical-science-and-engineering,electrical-engineering
40010,Computer Programming,physical-science-and-engineering,electrical-engineering
40011,Java Annotation,physical-science-and-engineering,electrical-engineering
40012,Eeprom,physical-science-and-engineering,electrical-engineering
40013,Ethernet,physical-science-and-engineering,electrical-engineering
40014,Internet,physical-science-and-engineering,electrical-engineering
40015,Internet Of Things,physical-science-and-engineering,electrical-engineering
40016,Wi-Fi,physical-science-and-engineering,electrical-engineering
40017,C Programming,physical-science-and-engineering,electrical-engineering
40018,Socket,physical-science-and-engineering,electrical-engineering
40022,Ifconfig,physical-science-and-engineering,electrical-engineering
40023,Python Programming,physical-science-and-engineering,electrical-engineering
40024,Application Programming Interfaces,physical-science-and-engineering,electrical-engineering
40027,Raspberry Pi,physical-science-and-engineering,electrical-engineering
40030,Project,physical-science-and-engineering,electrical-engineering
40038,Fourier Analysis,physical-science-and-engineering,electrical-engineering
40039,Analysis,physical-science-and-engineering,electrical-engineering
40040,Digital Signal Processing,physical-science-and-engineering,electrical-engineering
40042,Discrete Fourier Transform,physical-science-and-engineering,electrical-engineering
40043,Vector Spaces,physical-science-and-engineering,electrical-engineering
40045,Digital Image Processing,physical-science-and-engineering,electrical-engineering
40046,Frequency Domain,physical-science-and-engineering,electrical-engineering
40047,Microcontroller,physical-science-and-engineering,electrical-engineering
40051,Relative Change And Difference,physical-science-and-engineering,electrical-engineering
40053,Decorrelation,physical-science-and-engineering,electrical-engineering
40056,Linear Prediction,physical-science-and-engineering,electrical-engineering
40059,Data Transmission,physical-science-and-engineering,electrical-engineering
40065,Interpolation,physical-science-and-engineering,electrical-engineering
40066,Calculus,physical-science-and-engineering,electrical-engineering
40068,Scaling,physical-science-and-engineering,electrical-engineering
40073,Modems,physical-science-and-engineering,electrical-engineering
40074,Algorithms,physical-science-and-engineering,electrical-engineering
40075,Image Compression,physical-science-and-engineering,electrical-engineering
40077,Image Processing,physical-science-and-engineering,electrical-engineering
40078,Differential Forms,physical-science-and-engineering,electrical-engineering
40080,Theory Of Relativity,physical-science-and-engineering,electrical-engineering
40081,Scalar Field,physical-science-and-engineering,electrical-engineering
40082,Physics,physical-science-and-engineering,electrical-engineering
40083,Modulo Operation,physical-science-and-engineering,electrical-engineering
40084,Mathematics,physical-science-and-engineering,electrical-engineering
40085,U.S. Securities And Exchange Commission,physical-science-and-engineering,electrical-engineering
40087,Integral,physical-science-and-engineering,electrical-engineering
40090,Studentized Residual,physical-science-and-engineering,electrical-engineering
40092,Colloid,physical-science-and-engineering,electrical-engineering
40095,Equipotential,physical-science-and-engineering,electrical-engineering
40101,Quantum Mechanics,physical-science-and-engineering,electrical-engineering
40105,Chemical Engineering,physical-science-and-engineering,electrical-engineering
40106,Chemistry,physical-science-and-engineering,electrical-engineering
40107,Vector Calculus,physical-science-and-engineering,electrical-engineering
40111,Windows Metafile,physical-science-and-engineering,electrical-engineering
40112,Full Configuration Interaction,physical-science-and-engineering,electrical-engineering
40113,Evaluation,physical-science-and-engineering,electrical-engineering
40117,Accounting,physical-science-and-engineering,electrical-engineering
40119,Sources,physical-science-and-engineering,electrical-engineering
40120,Gustave Le Bon,physical-science-and-engineering,electrical-engineering
40121,Denominación De Origen,physical-science-and-engineering,electrical-engineering
40122,Joie De Vivre,physical-science-and-engineering,electrical-engineering
40123,Electronic Circuits,physical-science-and-engineering,electrical-engineering
40131,Embedded C,physical-science-and-engineering,electrical-engineering
40132,Debugging,physical-science-and-engineering,electrical-engineering
40133,Software Development Kits,physical-science-and-engineering,electrical-engineering
40134,Spec Sharp,physical-science-and-engineering,electrical-engineering
40135,Circuit Design,physical-science-and-engineering,electrical-engineering
40136,Pressure Sensor,physical-science-and-engineering,electrical-engineering
40137,Flow Network,physical-science-and-engineering,electrical-engineering
40139,Mechatronics,physical-science-and-engineering,electrical-engineering
40140,Actuators,physical-science-and-engineering,electrical-engineering
40141,Specification (Technical Standard),physical-science-and-engineering,electrical-engineering
